bench,variant,unit,kvmoff_median,kvmoff_MAD%,nvhe_median,nvhe_MAD%,vhe_median,vhe_MAD%,pkvm_median,pkvm_MAD%,nvhe_vs_kvmoff_%,vhe_vs_kvmoff_%,pkvm_vs_kvmoff_%,pkvm_vs_vhe_%,pkvm_vs_nvhe_%
lat_ctx,sz8k_p24,us,5.970000,0.167504,5.960000,0.419463,5.985000,0.417711,6.055000,0.082576,-0.167504,0.251256,1.423786,1.169591,1.593960
lat_ctx,sz8k_p32,us,6.050000,0.578512,6.040000,0.827815,6.065000,0.741962,6.165000,0.324412,-0.165289,0.247934,1.900826,1.648805,2.069536
lat_ctx,sz8k_p4,us,5.845000,0.171086,5.825000,0.085837,5.850000,0.512821,5.890000,0.169779,-0.342173,0.085543,0.769889,0.683761,1.115880
lat_ctx,sz8k_p64,us,6.330000,0.236967,6.340000,0.236593,6.335000,0.710339,6.470000,0.309119,0.157978,0.078989,2.211690,2.131018,2.050473
lat_ctx,sz8k_p8,us,5.745000,0.609225,5.750000,0.956522,5.780000,0.692042,5.795000,0.431406,0.087032,0.609225,0.870322,0.259516,0.782609
lat_ctx,sz8k_p96,us,6.875000,0.218182,6.890000,0.507983,6.890000,0.580552,7.055000,0.212615,0.218182,0.218182,2.618182,2.394775,2.394775
lat_fs,sz0K_create,ops/s,93501,0.137966,93677.500000,0.167596,93880.500000,0.239134,92979,0.137128,0.188768,0.405878,-0.558283,-0.960263,-0.745643
lat_fs,sz0K_niters,count,1006,0.099404,1009,0.247770,1034,2.224371,1001.500000,0.349476,0.298211,2.783300,-0.447316,-3.143133,-0.743310
lat_fs,sz0K_unlink,ops/s,151622.500000,0.400996,153410.500000,0.353626,151533.500000,0.371535,152021,0.095710,1.179245,-0.058698,0.262824,0.321711,-0.905740
lat_fs,sz10K_create,ops/s,52993,0.099070,53094,0.222247,53039.500000,0.202679,52574.500000,0.277701,0.190591,0.087747,-0.789727,-0.876705,-0.978453
lat_fs,sz10K_niters,count,584.500000,2.737382,582.500000,2.746781,585,5.299145,587,3.662692,-0.342173,0.085543,0.427716,0.341880,0.772532
lat_fs,sz10K_unlink,ops/s,89628,0.282836,89977,0.358425,89947,0.199562,89429,0.188418,0.389387,0.355916,-0.222029,-0.575895,-0.609045
lat_fs,sz1K_create,ops/s,66179.500000,0.068752,66266,0.196179,66442.500000,0.039132,65946.500000,0.180449,0.130705,0.397404,-0.352073,-0.746510,-0.482148
lat_fs,sz1K_niters,count,689.500000,3.263234,722.500000,0.622837,729,0.823045,725.500000,0.689180,4.786077,5.728789,5.221175,-0.480110,0.415225
lat_fs,sz1K_unlink,ops/s,110244.500000,0.212255,110496,0.392322,110298.500000,0.442889,109538.500000,0.147893,0.228129,0.048982,-0.640395,-0.689039,-0.866547
lat_fs,sz4K_create,ops/s,65994.500000,0.175015,66080,0.108959,66239,0.310995,65700,0.168189,0.129556,0.370485,-0.446249,-0.813720,-0.575061
lat_fs,sz4K_niters,count,726.500000,0.344116,726,0.482094,698,3.868195,722,0.277008,-0.068823,-3.922918,-0.619408,3.438395,-0.550964
lat_fs,sz4K_unlink,ops/s,110483.500000,0.209986,110552.500000,0.481219,110266,0.218109,109606.500000,0.216684,0.062453,-0.196862,-0.793784,-0.598099,-0.855702
lat_http,bw_lhost,MB/s,31.790000,0.723498,31.630000,1.074929,31.510000,1.428118,31.405000,0.907499,-0.503303,-0.880780,-1.211073,-0.333228,-0.711350
lat_mem_rd_load,stride1024_sz0.00098MB,ns,2.223000,0,2.223000,0,2.223000,0,2.223000,0,0,0,0,0,0
lat_mem_rd_load,stride1024_sz0.00195MB,ns,2.223000,0,2.223000,0,2.223000,0,2.223000,0,0,0,0,0,0
lat_mem_rd_load,stride1024_sz0.00293MB,ns,2.223000,0,2.223000,0,2.223000,0,2.223000,0,0,0,0,0,0
lat_mem_rd_load,stride1024_sz0.00391MB,ns,2.223000,0,2.223000,0,2.223000,0,2.223000,0,0,0,0,0,0
lat_mem_rd_load,stride1024_sz0.00586MB,ns,2.223000,0,2.223000,0,2.223000,0,2.223000,0,0,0,0,0,0
lat_mem_rd_load,stride1024_sz0.00781MB,ns,2.223000,0,2.223000,0,2.223000,0,2.223000,0,0,0,0,0,0
lat_mem_rd_load,stride1024_sz0.01172MB,ns,2.223000,0,2.223000,0,2.223000,0,2.223000,0,0,0,0,0,0
lat_mem_rd_load,stride1024_sz0.01562MB,ns,2.223000,0,2.223000,0,2.223000,0,2.223000,0,0,0,0,0,0
lat_mem_rd_load,stride1024_sz0.02344MB,ns,2.223000,0,2.223000,0,2.223000,0,2.223000,0,0,0,0,0,0
lat_mem_rd_load,stride1024_sz0.03125MB,ns,2.223000,0,2.223000,0,2.223000,0,2.223000,0,0,0,0,0,0
lat_mem_rd_load,stride1024_sz0.04688MB,ns,2.223000,0,2.223500,0.022487,2.223000,0,2.223000,0,0.022492,0,0,0,-0.022487
lat_mem_rd_load,stride1024_sz0.06250MB,ns,2.223000,0,2.223000,0,2.223000,0,2.223500,0.022487,0,0,0.022492,0.022492,0.022492
lat_mem_rd_load,stride1024_sz0.09375MB,ns,6.763500,1.360242,6.833000,0.336602,6.763500,0.369631,6.763000,1.360343,1.027574,0,-0.007393,-0.007393,-1.024440
lat_mem_rd_load,stride1024_sz0.12500MB,ns,6.683000,0.591052,6.688000,0.598086,6.689000,0.284048,6.688000,0.328947,0.074817,0.089780,0.074817,-0.014950,0
lat_mem_rd_load,stride1024_sz0.18750MB,ns,6.676500,0.636561,6.688000,0.695275,6.694000,0.291306,6.688500,0.231741,0.172246,0.262113,0.179735,-0.082163,0.007476
lat_mem_rd_load,stride1024_sz0.25000MB,ns,6.978500,0.322419,6.985000,0.343593,6.984500,0.336459,6.988500,0.200329,0.093143,0.085978,0.143297,0.057270,0.050107
lat_mem_rd_load,stride1024_sz0.37500MB,ns,4.870500,2.802587,5.035000,5.014896,5.984000,14.989973,5.963000,15.889653,3.377477,22.862129,22.430962,-0.350936,18.430983
lat_mem_rd_load,stride1024_sz0.50000MB,ns,5.071000,1.143759,5.058500,1.245428,5.012500,1.077307,4.961500,1.007760,-0.246500,-1.153619,-2.159337,-1.017456,-1.917564
lat_mem_rd_load,stride1024_sz0.75000MB,ns,5.274000,0.881684,5.240500,0.944566,5.248500,0.685910,5.243500,0.829599,-0.635192,-0.483504,-0.578309,-0.095265,0.057246
lat_mem_rd_load,stride1024_sz1.00000MB,ns,5.374500,0.148851,5.395000,0.426321,5.345000,0.346118,5.344500,0.299373,0.381431,-0.548888,-0.558191,-0.009355,-0.936052
lat_mem_rd_load,stride1024_sz1.50000MB,ns,5.469500,0.457080,5.516500,0.226593,5.484500,0.437597,5.479000,0.255521,0.859311,0.274248,0.173690,-0.100283,-0.679779
lat_mem_rd_load,stride1024_sz12.00000MB,ns,11.207000,1.079682,11.237000,0.983359,11.844500,0.983579,11.625000,1.066667,0.267690,5.688409,3.729812,-1.853181,3.452879
lat_mem_rd_load,stride1024_sz16.00000MB,ns,11.229500,1.309052,11.207000,1.610601,12.251500,3.032282,11.925500,1.270387,-0.200365,9.101029,6.197961,-2.660899,6.411172
lat_mem_rd_load,stride1024_sz2.00000MB,ns,5.513000,0.208598,5.546000,0.180310,5.510000,0.245009,5.495000,0.254777,0.598585,-0.054417,-0.326501,-0.272232,-0.919582
lat_mem_rd_load,stride1024_sz24.00000MB,ns,10.919000,1.039472,10.780500,0.783823,12.192500,3.190486,11.549500,1.640764,-1.268431,11.663156,5.774338,-5.273734,7.133250
lat_mem_rd_load,stride1024_sz3.00000MB,ns,5.661500,0.176632,5.709000,0.402873,5.676000,0.123326,5.671000,0.317404,0.839000,0.256116,0.167800,-0.088090,-0.665616
lat_mem_rd_load,stride1024_sz32.00000MB,ns,10.741500,0.870456,10.801000,0.763818,11.536000,0.940534,11.286000,1.125288,0.553926,7.396546,5.069124,-2.167129,4.490325
lat_mem_rd_load,stride1024_sz4.00000MB,ns,5.729000,0.130913,5.739500,0.270058,5.726000,0.104785,5.728500,0.096011,0.183278,-0.052365,-0.008728,0.043660,-0.191654
lat_mem_rd_load,stride1024_sz48.00000MB,ns,10.520500,0.313673,10.619000,0.842829,11.175000,0.939597,10.912500,0.490263,0.936267,6.221187,3.726059,-2.348993,2.763914
lat_mem_rd_load,stride1024_sz6.00000MB,ns,8.501000,1.046936,8.547000,1.082251,8.612500,1.184325,8.845500,0.864847,0.541113,1.311610,4.052464,2.705370,3.492453
lat_mem_rd_load,stride1024_sz64.00000MB,ns,10.472500,0.697064,10.518500,1.202643,11.066000,1.102476,10.899000,0.481696,0.439246,5.667224,4.072571,-1.509127,3.617436
lat_mem_rd_load,stride1024_sz8.00000MB,ns,12.254500,1.799339,12.047500,3.951027,12.650500,0.245050,11.389000,6.528229,-1.689175,3.231466,-7.062712,-9.971938,-5.465864
lat_mem_rd_load,stride128_sz0.00049MB,ns,2.223000,0,2.223000,0,2.223000,0,2.223000,0,0,0,0,0,0
lat_mem_rd_load,stride128_sz0.00098MB,ns,2.223000,0,2.223000,0,2.223000,0,2.223000,0,0,0,0,0,0
lat_mem_rd_load,stride128_sz0.00195MB,ns,2.223000,0,2.223000,0,2.223000,0,2.223000,0,0,0,0,0,0
lat_mem_rd_load,stride128_sz0.00293MB,ns,2.223000,0,2.223000,0,2.223000,0,2.223000,0,0,0,0,0,0
lat_mem_rd_load,stride128_sz0.00391MB,ns,2.223000,0,2.223000,0,2.223000,0,2.223000,0,0,0,0,0,0
lat_mem_rd_load,stride128_sz0.00586MB,ns,2.223000,0,2.223000,0,2.223000,0,2.223000,0,0,0,0,0,0
lat_mem_rd_load,stride128_sz0.00781MB,ns,2.223000,0,2.223000,0,2.223000,0,2.223000,0,0,0,0,0,0
lat_mem_rd_load,stride128_sz0.01172MB,ns,2.223000,0,2.223000,0,2.223000,0,2.223000,0,0,0,0,0,0
lat_mem_rd_load,stride128_sz0.01562MB,ns,2.223000,0,2.223000,0,2.223000,0,2.223000,0,0,0,0,0,0
lat_mem_rd_load,stride128_sz0.02344MB,ns,2.223000,0,2.223000,0,2.223000,0,2.223000,0,0,0,0,0,0
lat_mem_rd_load,stride128_sz0.03125MB,ns,2.223000,0,2.223000,0,2.223000,0,2.223000,0,0,0,0,0,0
lat_mem_rd_load,stride128_sz0.04688MB,ns,2.223000,0,2.224000,0,2.223000,0,2.223000,0,0.044984,0,0,0,-0.044964
lat_mem_rd_load,stride128_sz0.06250MB,ns,2.224000,0,2.224000,0,2.224000,0,2.224000,0,0,0,0,0,0
lat_mem_rd_load,stride128_sz0.09375MB,ns,3.454000,0.318471,3.428000,0.860560,3.455000,0.188133,3.455000,0.173661,-0.752750,0.028952,0.028952,0,0.787631
lat_mem_rd_load,stride128_sz0.12500MB,ns,3.414500,0.600381,3.402500,0.264511,3.416000,0.380562,3.401500,0.396884,-0.351442,0.043930,-0.380729,-0.424473,-0.029390
lat_mem_rd_load,stride128_sz0.18750MB,ns,3.399000,0.205943,3.395000,0.088365,3.397500,0.117734,3.395000,0.088365,-0.117682,-0.044131,-0.117682,-0.073584,0
lat_mem_rd_load,stride128_sz0.25000MB,ns,3.431500,0.335130,3.423000,0.335963,3.434000,0.334886,3.427000,0.248030,-0.247705,0.072854,-0.131138,-0.203844,0.116857
lat_mem_rd_load,stride128_sz0.37500MB,ns,3.486500,0.573641,3.502000,0.799543,3.520000,0.284091,3.495000,0.615165,0.444572,0.960849,0.243798,-0.710227,-0.199886
lat_mem_rd_load,stride128_sz0.50000MB,ns,3.722000,0.470177,3.721500,0.295580,3.719500,0.403280,3.716500,0.322884,-0.013434,-0.067168,-0.147770,-0.080656,-0.134354
lat_mem_rd_load,stride128_sz0.75000MB,ns,4.132500,0.072595,4.133500,0.036289,4.129500,0.096864,4.132000,0.084705,0.024198,-0.072595,-0.012099,0.060540,-0.036289
lat_mem_rd_load,stride128_sz1.00000MB,ns,4.273500,0.070200,4.273000,0.023403,4.273000,0.093611,4.274000,0.070192,-0.011700,-0.011700,0.011700,0.023403,0.023403
lat_mem_rd_load,stride128_sz1.50000MB,ns,4.410500,0.068019,4.408500,0.034025,4.408500,0.056709,4.409000,0.056702,-0.045346,-0.045346,-0.034010,0.011342,0.011342
lat_mem_rd_load,stride128_sz12.00000MB,ns,9.707500,0.782900,9.744500,2.801580,9.970500,1.213580,9.860500,1.090208,0.381149,2.709245,1.576101,-1.103255,1.190415
lat_mem_rd_load,stride128_sz16.00000MB,ns,9.549000,1.131008,9.554500,1.857763,9.933000,1.213128,9.870000,0.511651,0.057598,4.021363,3.361609,-0.634249,3.302109
lat_mem_rd_load,stride128_sz2.00000MB,ns,4.479000,0.033490,4.477000,0.055841,4.478000,0.055828,4.481000,0.078108,-0.044653,-0.022326,0.044653,0.066994,0.089346
lat_mem_rd_load,stride128_sz24.00000MB,ns,9.482000,1.181185,9.350000,0.946524,9.781500,1.507949,9.689500,0.872078,-1.392111,3.158616,2.188357,-0.940551,3.631016
lat_mem_rd_load,stride128_sz3.00000MB,ns,5.003000,0.049970,4.999500,0.070007,5.002500,0.049975,5.003000,0.049970,-0.069958,-0.009994,0,0.009995,0.070007
lat_mem_rd_load,stride128_sz32.00000MB,ns,9.319500,1.770481,9.251500,1.513268,9.728500,2.400164,9.511500,0.751722,-0.729653,4.388647,2.060196,-2.230560,2.810355
lat_mem_rd_load,stride128_sz4.00000MB,ns,5.180000,0.067568,5.180500,0.057909,5.182000,0.057893,5.180500,0.048258,0.009653,0.038610,0.009653,-0.028946,0
lat_mem_rd_load,stride128_sz48.00000MB,ns,9.087000,1.039947,9.074500,0.672213,9.478000,1.281916,9.303000,0.854563,-0.137559,4.302850,2.377022,-1.846381,2.518045
lat_mem_rd_load,stride128_sz6.00000MB,ns,7.636000,0.144054,7.649000,0.379135,7.668000,0.528169,7.737000,0.736720,0.170246,0.419068,1.322682,0.899844,1.150477
lat_mem_rd_load,stride128_sz64.00000MB,ns,9.033500,0.963082,9.013500,0.660121,9.261000,1.176979,9.180500,0.528294,-0.221398,2.518404,1.627276,-0.869237,1.852776
lat_mem_rd_load,stride128_sz8.00000MB,ns,11.182000,0.402432,11.337500,0.714443,11.434000,0.454784,10.076500,8.147670,1.390628,2.253622,-9.886425,-11.872486,-11.122381
lat_mem_rd_load,stride16_sz0.00049MB,ns,2.223000,0,2.223000,0,2.223000,0,2.223000,0,0,0,0,0,0
lat_mem_rd_load,stride16_sz0.00098MB,ns,2.223000,0,2.223000,0,2.223000,0,2.223000,0,0,0,0,0,0
lat_mem_rd_load,stride16_sz0.00195MB,ns,2.223000,0,2.223000,0,2.223000,0,2.223000,0,0,0,0,0,0
lat_mem_rd_load,stride16_sz0.00293MB,ns,2.223000,0,2.223000,0,2.223000,0,2.223000,0,0,0,0,0,0
lat_mem_rd_load,stride16_sz0.00391MB,ns,2.223000,0,2.223000,0,2.223000,0,2.223000,0,0,0,0,0,0
lat_mem_rd_load,stride16_sz0.00586MB,ns,2.223000,0,2.223000,0,2.223000,0,2.223000,0,0,0,0,0,0
lat_mem_rd_load,stride16_sz0.00781MB,ns,2.223000,0,2.223000,0,2.223000,0,2.223000,0,0,0,0,0,0
lat_mem_rd_load,stride16_sz0.01172MB,ns,2.223000,0,2.223000,0,2.223000,0,2.223000,0,0,0,0,0,0
lat_mem_rd_load,stride16_sz0.01562MB,ns,2.223000,0,2.223000,0,2.223000,0,2.223000,0,0,0,0,0,0
lat_mem_rd_load,stride16_sz0.02344MB,ns,2.223000,0,2.223000,0,2.223000,0,2.223000,0,0,0,0,0,0
lat_mem_rd_load,stride16_sz0.03125MB,ns,2.223000,0,2.223000,0,2.223000,0,2.223000,0,0,0,0,0,0
lat_mem_rd_load,stride16_sz0.04688MB,ns,2.224000,0,2.224000,0,2.224000,0,2.224000,0,0,0,0,0,0
lat_mem_rd_load,stride16_sz0.06250MB,ns,2.224000,0,2.224000,0,2.224000,0,2.224000,0,0,0,0,0,0
lat_mem_rd_load,stride16_sz0.09375MB,ns,2.297500,0.457018,2.291500,0.196378,2.296000,0.217770,2.298500,0.304546,-0.261153,-0.065288,0.043526,0.108885,0.305477
lat_mem_rd_load,stride16_sz0.12500MB,ns,2.289000,0.087374,2.289000,0.087374,2.287000,0,2.292000,0.152705,0,-0.087374,0.131062,0.218627,0.131062
lat_mem_rd_load,stride16_sz0.18750MB,ns,2.291500,0.240017,2.292000,0.152705,2.291000,0.109123,2.286500,0.021867,0.021820,-0.021820,-0.218198,-0.196421,-0.239965
lat_mem_rd_load,stride16_sz0.25000MB,ns,2.294000,0.174368,2.292000,0.087260,2.294000,0.152572,2.292000,0.152705,-0.087184,0,-0.087184,-0.087184,0
lat_mem_rd_load,stride16_sz0.37500MB,ns,2.301000,0.130378,2.300000,0.130435,2.302000,0.130321,2.299000,0.152240,-0.043459,0.043459,-0.086919,-0.130321,-0.043478
lat_mem_rd_load,stride16_sz0.50000MB,ns,2.295500,0.065345,2.294000,0.065388,2.293500,0.043601,2.295000,0.043573,-0.065345,-0.087127,-0.021782,0.065402,0.043592
lat_mem_rd_load,stride16_sz0.75000MB,ns,2.294500,0.065374,2.292000,0.043630,2.292500,0.043621,2.294500,0.021791,-0.108956,-0.087165,0,0.087241,0.109075
lat_mem_rd_load,stride16_sz1.00000MB,ns,2.295500,0.043563,2.293000,0.021805,2.293000,0.043611,2.294000,0.021796,-0.108909,-0.108909,-0.065345,0.043611,0.043611
lat_mem_rd_load,stride16_sz1.50000MB,ns,2.295000,0.043573,2.294000,0.021796,2.295000,0.021786,2.294500,0.021791,-0.043573,0,-0.021786,-0.021786,0.021796
lat_mem_rd_load,stride16_sz12.00000MB,ns,2.306000,0.043365,2.306000,0.043365,2.307000,0.065020,2.306500,0.021678,0,0.043365,0.021683,-0.021673,0.021683
lat_mem_rd_load,stride16_sz16.00000MB,ns,2.308500,0.086636,2.310500,0.108202,2.310000,0.043290,2.307000,0.065020,0.086636,0.064977,-0.064977,-0.129870,-0.151482
lat_mem_rd_load,stride16_sz2.00000MB,ns,2.296000,0.021777,2.296000,0.043554,2.296000,0,2.296500,0.021772,0,0,0.021777,0.021777,0.021777
lat_mem_rd_load,stride16_sz24.00000MB,ns,2.311000,0.129814,2.310000,0.151515,2.309500,0.064949,2.307500,0.108342,-0.043271,-0.064907,-0.151450,-0.086599,-0.108225
lat_mem_rd_load,stride16_sz3.00000MB,ns,2.302500,0.021716,2.302000,0,2.303000,0.043422,2.303000,0.043422,-0.021716,0.021716,0.021716,0,0.043440
lat_mem_rd_load,stride16_sz32.00000MB,ns,2.314000,0.129646,2.315500,0.086374,2.307500,0.108342,2.310500,0.129842,0.064823,-0.280899,-0.151253,0.130011,-0.215936
lat_mem_rd_load,stride16_sz4.00000MB,ns,2.307000,0.043346,2.307000,0.043346,2.307500,0.021668,2.308000,0.043328,0,0.021673,0.043346,0.021668,0.043346
lat_mem_rd_load,stride16_sz48.00000MB,ns,2.313500,0.086449,2.318000,0.215703,2.312000,0.064879,2.313500,0.108061,0.194510,-0.064837,0,0.064879,-0.194133
lat_mem_rd_load,stride16_sz6.00000MB,ns,2.312000,0.043253,2.311500,0.021631,2.312000,0.021626,2.313000,0,-0.021626,0,0.043253,0.043253,0.064893
lat_mem_rd_load,stride16_sz64.00000MB,ns,2.317000,0.064739,2.318000,0.086281,2.312500,0.064865,2.316500,0.129506,0.043159,-0.194217,-0.021580,0.172973,-0.064711
lat_mem_rd_load,stride16_sz8.00000MB,ns,2.303000,0.043422,2.304000,0.043403,2.304000,0.043403,2.303000,0,0.043422,0.043422,0,-0.043403,-0.043403
lat_mem_rd_load,stride256_sz0.00049MB,ns,2.223000,0,2.223000,0,2.223000,0,2.223000,0,0,0,0,0,0
lat_mem_rd_load,stride256_sz0.00098MB,ns,2.223000,0,2.223000,0,2.223000,0,2.223000,0,0,0,0,0,0
lat_mem_rd_load,stride256_sz0.00195MB,ns,2.223000,0,2.223000,0,2.223000,0,2.223000,0,0,0,0,0,0
lat_mem_rd_load,stride256_sz0.00293MB,ns,2.223000,0,2.223000,0,2.223000,0,2.223000,0,0,0,0,0,0
lat_mem_rd_load,stride256_sz0.00391MB,ns,2.223000,0,2.223000,0,2.223000,0,2.223000,0,0,0,0,0,0
lat_mem_rd_load,stride256_sz0.00586MB,ns,2.223000,0,2.223000,0,2.223000,0,2.223000,0,0,0,0,0,0
lat_mem_rd_load,stride256_sz0.00781MB,ns,2.223000,0,2.223000,0,2.223000,0,2.223000,0,0,0,0,0,0
lat_mem_rd_load,stride256_sz0.01172MB,ns,2.223000,0,2.223000,0,2.223000,0,2.223000,0,0,0,0,0,0
lat_mem_rd_load,stride256_sz0.01562MB,ns,2.223000,0,2.223000,0,2.223000,0,2.223000,0,0,0,0,0,0
lat_mem_rd_load,stride256_sz0.02344MB,ns,2.223000,0,2.223000,0,2.223000,0,2.223000,0,0,0,0,0,0
lat_mem_rd_load,stride256_sz0.03125MB,ns,2.223000,0,2.223000,0,2.223000,0,2.223000,0,0,0,0,0,0
lat_mem_rd_load,stride256_sz0.04688MB,ns,2.223000,0,2.223000,0,2.223000,0,2.223000,0,0,0,0,0,0
lat_mem_rd_load,stride256_sz0.06250MB,ns,2.224000,0,2.224000,0,2.224000,0,2.224000,0,0,0,0,0,0
lat_mem_rd_load,stride256_sz0.09375MB,ns,3.730500,0.040209,3.728000,0.187768,3.730000,0.080429,3.727500,0.107311,-0.067015,-0.013403,-0.080418,-0.067024,-0.013412
lat_mem_rd_load,stride256_sz0.12500MB,ns,3.726000,0.067096,3.723500,0.080569,3.727000,0.107325,3.727500,0.013414,-0.067096,0.026838,0.040258,0.013416,0.107426
lat_mem_rd_load,stride256_sz0.18750MB,ns,3.710000,0.134771,3.710000,0.080863,3.714000,0.148088,3.708000,0.107875,0,0.107817,-0.053908,-0.161551,-0.053908
lat_mem_rd_load,stride256_sz0.25000MB,ns,3.727000,0.107325,3.724000,0.053706,3.727500,0.080483,3.726000,0.120773,-0.080494,0.013416,-0.026831,-0.040241,0.053706
lat_mem_rd_load,stride256_sz0.37500MB,ns,3.844000,0.286160,3.832500,0.508806,3.825500,0.745001,3.771500,0.464006,-0.299168,-0.481270,-1.886056,-1.411580,-1.591650
lat_mem_rd_load,stride256_sz0.50000MB,ns,3.970500,0.277043,3.962500,0.492114,3.940500,0.177642,3.929500,0.534419,-0.201486,-0.755572,-1.032616,-0.279152,-0.832808
lat_mem_rd_load,stride256_sz0.75000MB,ns,4.260000,0.117371,4.258500,0.117412,4.259000,0.082179,4.265500,0.046888,-0.035211,-0.023474,0.129108,0.152618,0.164377
lat_mem_rd_load,stride256_sz1.00000MB,ns,4.437000,0.101420,4.436500,0.078891,4.433000,0.090232,4.435000,0.090192,-0.011269,-0.090151,-0.045076,0.045116,-0.033810
lat_mem_rd_load,stride256_sz1.50000MB,ns,4.610000,0.065076,4.614500,0.054177,4.607500,0.075963,4.612500,0.054201,0.097614,-0.054230,0.054230,0.108519,-0.043342
lat_mem_rd_load,stride256_sz12.00000MB,ns,10.917500,2.335700,10.855000,2.155689,11.278000,1.197021,11.123000,1.663220,-0.572475,3.302038,1.882299,-1.374357,2.468908
lat_mem_rd_load,stride256_sz16.00000MB,ns,11.041500,1.544174,10.692500,1.608604,11.331000,1.341453,11.148000,1.565303,-3.160802,2.621926,0.964543,-1.615038,4.259995
lat_mem_rd_load,stride256_sz2.00000MB,ns,4.703000,0.116947,4.699000,0.148968,4.697500,0.021288,4.699000,0.074484,-0.085052,-0.116947,-0.085052,0.031932,0
lat_mem_rd_load,stride256_sz24.00000MB,ns,10.852000,1.197936,10.872000,4.033297,11.183500,2.870300,11.141000,1.377794,0.184298,3.054736,2.663104,-0.380024,2.474246
lat_mem_rd_load,stride256_sz3.00000MB,ns,5.315000,0.103481,5.315000,0.103481,5.311000,0.075315,5.315500,0.141097,-0.000000,-0.075259,0.009407,0.084730,0.009407
lat_mem_rd_load,stride256_sz32.00000MB,ns,10.704000,2.228139,10.503000,1.928021,11.310500,2.926484,10.854500,2.040628,-1.877803,5.666106,1.406016,-4.031652,3.346663
lat_mem_rd_load,stride256_sz4.00000MB,ns,5.486500,0.045566,5.483500,0.027355,5.483500,0.091183,5.481500,0.091216,-0.054680,-0.054680,-0.091133,-0.036473,-0.036473
lat_mem_rd_load,stride256_sz48.00000MB,ns,10.451500,2.348945,10.541000,2.106062,10.953500,1.784818,10.418500,0.916639,0.856336,4.803138,-0.315744,-4.884284,-1.162129
lat_mem_rd_load,stride256_sz6.00000MB,ns,8.248500,0.812269,8.224500,0.534987,8.296500,0.795516,8.344500,0.802924,-0.290962,0.581924,1.163848,0.578557,1.459055
lat_mem_rd_load,stride256_sz64.00000MB,ns,10.357000,1.602781,10.241000,1.821111,10.781000,3.158334,10.344500,1.416212,-1.120015,4.093850,-0.120691,-4.048790,1.010643
lat_mem_rd_load,stride256_sz8.00000MB,ns,10.815000,6.389274,11.410000,9.368975,12.447000,1.442115,12.123000,3.650087,5.501618,15.090153,12.094313,-2.603037,6.248904
lat_mem_rd_load,stride32_sz0.00049MB,ns,2.223000,0,2.223000,0,2.223000,0,2.223000,0,0,0,0,0,0
lat_mem_rd_load,stride32_sz0.00098MB,ns,2.223000,0,2.223000,0,2.223000,0,2.223000,0,0,0,0,0,0
lat_mem_rd_load,stride32_sz0.00195MB,ns,2.223000,0,2.223000,0,2.223000,0,2.223000,0,0,0,0,0,0
lat_mem_rd_load,stride32_sz0.00293MB,ns,2.223000,0,2.223000,0,2.223000,0,2.223000,0,0,0,0,0,0
lat_mem_rd_load,stride32_sz0.00391MB,ns,2.223000,0,2.223000,0,2.223000,0,2.223000,0,0,0,0,0,0
lat_mem_rd_load,stride32_sz0.00586MB,ns,2.223000,0,2.223000,0,2.223000,0,2.223000,0,0,0,0,0,0
lat_mem_rd_load,stride32_sz0.00781MB,ns,2.223000,0,2.223000,0,2.223000,0,2.223000,0,0,0,0,0,0
lat_mem_rd_load,stride32_sz0.01172MB,ns,2.223000,0,2.223000,0,2.223000,0,2.223000,0,0,0,0,0,0
lat_mem_rd_load,stride32_sz0.01562MB,ns,2.223000,0,2.223000,0,2.223000,0,2.223000,0,0,0,0,0,0
lat_mem_rd_load,stride32_sz0.02344MB,ns,2.223000,0,2.223000,0,2.223000,0,2.223000,0,0,0,0,0,0
lat_mem_rd_load,stride32_sz0.03125MB,ns,2.223000,0,2.223000,0,2.223000,0,2.223000,0,0,0,0,0,0
lat_mem_rd_load,stride32_sz0.04688MB,ns,2.224000,0,2.224000,0,2.224000,0,2.224000,0,0,0,0,0,0
lat_mem_rd_load,stride32_sz0.06250MB,ns,2.224000,0,2.224000,0,2.224000,0,2.224000,0,0,0,0,0,0
lat_mem_rd_load,stride32_sz0.09375MB,ns,2.375000,0,2.375000,0,2.375000,0,2.375000,0,0,0,0,0,0
lat_mem_rd_load,stride32_sz0.12500MB,ns,2.388000,0.104690,2.395500,0.208725,2.395000,0.125261,2.388500,0.104668,0.314070,0.293132,0.020938,-0.271399,-0.292215
lat_mem_rd_load,stride32_sz0.18750MB,ns,2.381000,0.041999,2.383500,0.104888,2.385000,0,2.384000,0.104866,0.104998,0.167997,0.125997,-0.041929,0.020978
lat_mem_rd_load,stride32_sz0.25000MB,ns,2.392000,0.271739,2.396000,0.271285,2.389000,0.041859,2.387500,0.167539,0.167224,-0.125418,-0.188127,-0.062788,-0.354758
lat_mem_rd_load,stride32_sz0.37500MB,ns,2.394500,0.250574,2.402500,0.124870,2.401500,0.395586,2.397500,0.354536,0.334099,0.292337,0.125287,-0.166563,-0.208117
lat_mem_rd_load,stride32_sz0.50000MB,ns,2.486500,0.221194,2.483000,0.161095,2.482000,0.282031,2.489500,0.120506,-0.140760,-0.180977,0.120652,0.302176,0.261780
