Linux 6.6.30+ (kylin) 	2026年07月21日 	_aarch64_	(8 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时58分42秒   999    110283   87.00   60.00    0.00    0.00  147.00     3    188.00      0.00 2699196  145920   0.45  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时58分43秒   999    110283   94.00   54.00    0.00    0.00  148.00     3     50.00      0.00 2698828  145264   0.44  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时58分44秒   999    110283  100.00   49.00    0.00    0.00  149.00     3     45.00      0.00 2698468  145264   0.44  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时58分45秒   999    110283   95.00   53.00    0.00    0.00  148.00     3     43.00      0.00 2697588  144840   0.44  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时58分46秒   999    110283   87.00   60.00    0.00    0.00  147.00     3     19.00      0.00 2697300  144556   0.44  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时58分47秒   999    110283   92.00   58.00    0.00    0.00  150.00     3    177.00      0.00 2694964  144860   0.44  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时58分48秒   999    110283   90.00   57.00    0.00    0.00  147.00     3     66.00      0.00 2694724  144652   0.44  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时58分49秒   999    110283  100.00   47.00    0.00    0.00  147.00     3     54.00      0.00 2694116  144512   0.44  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时58分50秒   999    110283   92.00   56.00    0.00    0.00  148.00     3     41.00      0.00 2692720  142500   0.44  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时58分51秒   999    110283   94.00   55.00    0.00    0.00  149.00     3    196.00      0.00 2692720  142500   0.44  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时58分52秒   999    110283  100.00   49.00    0.00    0.00  149.00     3     62.00      0.00 2692208  142052   0.43  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时58分53秒   999    110283  109.00   40.00    0.00    0.00  149.00     3    153.00      0.00 2692208  141696   0.43  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时58分54秒   999    110283   93.00   56.00    0.00    0.00  149.00     3    130.00      0.00 2692656  141952   0.43  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时58分55秒   999    110283   82.00   66.00    0.00    0.00  148.00     3    205.00      0.00 2692656  141848   0.43  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时58分56秒   999    110283   95.00   54.00    0.00    0.00  149.00     3    310.00      0.00 2692656  142164   0.43  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时58分57秒   999    110283   88.00   61.00    0.00    0.00  149.00     3    310.00      0.00 2692656  142160   0.43  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时58分58秒   999    110283   95.00   55.00    0.00    0.00  150.00     3    149.00      0.00 2692608  141696   0.43  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时58分59秒   999    110283   91.00   58.00    0.00    0.00  149.00     3     80.00      0.00 2693056  141656   0.43  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时59分00秒   999    110283   96.00   52.00    0.00    0.00  148.00     3    162.00      0.00 2692544  141912   0.43  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时59分01秒   999    110283   91.00   57.00    0.00    0.00  148.00     3    210.00      0.00 2692544  141656   0.43  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时59分02秒   999    110283   96.00   53.00    0.00    0.00  149.00     3    236.00      0.00 2691004  140544   0.43  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时59分03秒   999    110283   93.00   57.00    0.00    0.00  150.00     3    249.00      0.00 2691004  140340   0.43  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时59分04秒   999    110283   95.00   56.00    0.00    0.00  151.00     3    199.00      0.00 2691004  140040   0.43  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时59分05秒   999    110283   91.00   57.00    0.00    0.00  148.00     3    223.00      0.00 2691004  140180   0.43  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时59分06秒   999    110283   99.00   49.00    0.00    0.00  148.00     3    327.00      0.00 2691004  140568   0.43  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时59分07秒   999    110283   85.00   64.00    0.00    0.00  149.00     3    216.00      0.00 2691004  140212   0.43  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时59分08秒   999    110283   89.00   60.00    0.00    0.00  149.00     3     62.00      0.00 2689540  139176   0.43  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时59分09秒   999    110283   89.00   58.00    0.00    0.00  147.00     3     84.00      0.00 2686972  136096   0.42  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时59分10秒   999    110283   90.00   58.00    0.00    0.00  148.00     3    238.00      0.00 2686020  135692   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时59分11秒   999    110283   94.00   52.00    0.00    0.00  146.00     3    274.00      0.00 2685876  135548   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时59分12秒   999    110283  104.00   45.00    0.00    0.00  149.00     3    224.00      0.00 2686388  135588   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时59分13秒   999    110283   98.00   51.00    0.00    0.00  149.00     3     66.00      0.00 2684776  135244   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时59分14秒   999    110283   93.00   56.00    0.00    0.00  149.00     3     84.00      0.00 2684776  134948   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时59分15秒   999    110283   86.00   62.00    0.00    0.00  148.00     3     88.00      0.00 2685288  135076   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时59分16秒   999    110283   96.00   51.00    0.00    0.00  147.00     3    306.00      0.00 2685288  135160   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时59分17秒   999    110283   93.00   54.00    0.00    0.00  147.00     3    281.00      0.00 2685800  135588   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时59分18秒   999    110283   93.00   55.00    0.00    0.00  148.00     3     30.00      0.00 2685288  135332   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时59分19秒   999    110283   95.00   52.00    0.00    0.00  147.00     3    101.00      0.00 2684776  135044   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时59分20秒   999    110283   92.00   56.00    0.00    0.00  148.00     3    100.00      0.00 2684776  135044   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时59分21秒   999    110283   98.00   49.00    0.00    0.00  147.00     3    158.00      0.00 2685800  135300   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时59分22秒   999    110283   94.00   53.00    0.00    0.00  147.00     3    135.00      0.00 2685288  135388   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时59分23秒   999    110283   99.00   49.00    0.00    0.00  148.00     3     54.00      0.00 2685288  135348   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时59分24秒   999    110283   93.00   55.00    0.00    0.00  148.00     3    605.00      0.00 2688000  136492   0.42  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时59分25秒   999    110283   80.00   68.00    0.00    0.00  148.00     3     30.00      0.00 2685952  135792   0.42  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时59分26秒   999    110283  104.00   44.00    0.00    0.00  148.00     3    175.00      0.00 2685876  135920   0.42  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时59分27秒   999    110283  103.00   48.00    0.00    0.00  151.00     3    130.00      0.00 2686388  135352   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时59分28秒   999    110283  103.00   45.00    0.00    0.00  148.00     3    101.00      0.00 2686388  135216   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时59分29秒   999    110283   85.00   60.00    0.00    0.00  145.00     3     56.00      0.00 2685876  135216   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时59分30秒   999    110283   89.00   59.00    0.00    0.00  148.00     3     60.00      0.00 2685780  135216   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时59分31秒   999    110283   96.00   50.00    0.00    0.00  146.00     3     81.00      0.00 2685704  135020   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时59分32秒   999    110283   96.00   53.00    0.00    0.00  149.00     3     88.00      0.00 2685704  135148   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时59分33秒   999    110283   89.00   59.00    0.00    0.00  148.00     3     57.00      0.00 2685704  135128   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时59分34秒   999    110283  102.00   46.00    0.00    0.00  148.00     3    202.00      0.00 2685704  135512   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时59分35秒   999    110283   99.00   49.00    0.00    0.00  148.00     3    188.00      0.00 2685704  135408   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时59分36秒   999    110283   98.00   50.00    0.00    0.00  148.00     3     90.00      0.00 2685704  135144   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时59分37秒   999    110283   85.00   63.00    0.00    0.00  148.00     3     86.00      0.00 2685704  135144   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时59分38秒   999    110283   85.00   63.00    0.00    0.00  148.00     3     67.00      0.00 2685704  135144   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时59分39秒   999    110283   88.00   62.00    0.00    0.00  150.00     3    165.00      0.00 2684680  135400   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时59分40秒   999    110283   89.00   58.00    0.00    0.00  147.00     3     96.00      0.00 2684680  135216   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时59分41秒   999    110283   96.00   52.00    0.00    0.00  148.00     3    216.00      0.00 2685192  135456   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时59分42秒   999    110283  104.00   43.00    0.00    0.00  147.00     3     53.00      0.00 2684680  135192   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时59分43秒   999    110283   94.00   54.00    0.00    0.00  148.00     3    125.00      0.00 2684680  135088   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时59分44秒   999    110283   97.00   51.00    0.00    0.00  148.00     3     76.00      0.00 2684680  135128   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时59分45秒   999    110283   93.00   55.00    0.00    0.00  148.00     3    116.00      0.00 2685192  135024   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时59分46秒   999    110283  102.00   47.00    0.00    0.00  149.00     3    134.00      0.00 2685192  135016   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时59分47秒   999    110283   87.00   60.00    0.00    0.00  147.00     3    108.00      0.00 2685704  135400   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时59分48秒   999    110283  102.00   46.00    0.00    0.00  148.00     3    239.00      0.00 2685704  135584   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时59分49秒   999    110283   94.00   55.00    0.00    0.00  149.00     3    170.00      0.00 2685192  135256   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时59分50秒   999    110283   89.00   57.00    0.00    0.00  146.00     3    181.00      0.00 2685192  135432   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时59分51秒   999    110283   91.00   58.00    0.00    0.00  149.00     3     95.00      0.00 2684680  135408   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时59分52秒   999    110283   95.00   53.00    0.00    0.00  148.00     3    110.00      0.00 2685192  135028   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时59分53秒   999    110283   85.00   63.00    0.00    0.00  148.00     3     57.00      0.00 2685192  135156   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时59分54秒   999    110283   85.00   62.00    0.00    0.00  147.00     3    191.00      0.00 2685704  135668   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时59分55秒   999    110283   91.00   59.00    0.00    0.00  150.00     3     95.00      0.00 2686216  135248   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时59分56秒   999    110283   95.00   52.00    0.00    0.00  147.00     3     75.00      0.00 2685704  135248   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时59分57秒   999    110283  101.00   48.00    0.00    0.00  149.00     3     70.00      0.00 2685192  135248   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时59分58秒   999    110283  101.00   47.00    0.00    0.00  148.00     3    174.00      0.00 2685192  135760   0.42  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03时59分59秒   999    110283   85.00   64.00    0.00    0.00  149.00     3     40.00      0.00 2685192  135296   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时00分00秒   999    110283   89.00   57.00    0.00    0.00  146.00     3     27.00      0.00 2685192  135296   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时00分01秒   999    110283   93.00   57.00    0.00    0.00  150.00     3     72.00      0.00 2685192  135296   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时00分02秒   999    110283   89.00   61.00    0.00    0.00  150.00     3     42.00      0.00 2684240  134460   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时00分03秒   999    110283   86.00   61.00    0.00    0.00  147.00     3     25.00      0.00 2683728  134320   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时00分04秒   999    110283   91.00   57.00    0.00    0.00  148.00     3     59.00      0.00 2684240  134448   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时00分05秒   999    110283   94.00   54.00    0.00    0.00  148.00     3     87.00      0.00 2684752  134448   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时00分06秒   999    110283   99.00   49.00    0.00    0.00  148.00     3     40.00      0.00 2684240  134448   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时00分07秒   999    110283   94.00   55.00    0.00    0.00  149.00     3    122.00      0.00 2683728  134576   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时00分08秒   999    110283   91.00   55.00    0.00    0.00  146.00     3    150.00      0.00 2685264  134628   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时00分09秒   999    110283   93.00   56.00    0.00    0.00  149.00     3     27.00      0.00 2683728  134756   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时00分10秒   999    110283   96.00   52.00    0.00    0.00  148.00     3     84.00      0.00 2683728  134580   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时00分11秒   999    110283   81.00   67.00    0.00    0.00  148.00     3     83.00      0.00 2683728  134580   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时00分12秒   999    110283   93.00   56.00    0.00    0.00  149.00     3     73.00      0.00 2684752  134540   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时00分13秒   999    110283   89.00   60.00    0.00    0.00  149.00     3     93.00      0.00 2683728  134100   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时00分14秒   999    110283   89.00   60.00    0.00    0.00  149.00     3    179.00      0.00 2683288  133544   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时00分15秒   999    110283   94.00   55.00    0.00    0.00  149.00     3    141.00      0.00 2682776  133308   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时00分16秒   999    110283   90.00   57.00    0.00    0.00  147.00     3    111.00      0.00 2683288  133144   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时00分17秒   999    110283   88.00   62.00    0.00    0.00  150.00     3    106.00      0.00 2683288  133144   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时00分18秒   999    110283  104.00   45.00    0.00    0.00  149.00     3     58.00      0.00 2682776  133136   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时00分19秒   999    110283   91.00   57.00    0.00    0.00  148.00     3    128.00      0.00 2683288  133136   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时00分20秒   999    110283   91.00   57.00    0.00    0.00  148.00     3    135.00      0.00 2683288  133392   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时00分21秒   999    110283   95.00   54.00    0.00    0.00  149.00     3    120.00      0.00 2683288  133392   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时00分22秒   999    110283   92.00   57.00    0.00    0.00  149.00     3    141.00      0.00 2683800  133340   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时00分23秒   999    110283   98.00   51.00    0.00    0.00  149.00     3     64.00      0.00 2682776  133340   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时00分24秒   999    110283   92.00   58.00    0.00    0.00  150.00     3    123.00      0.00 2683800  133340   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时00分25秒   999    110283   99.00   49.00    0.00    0.00  148.00     3    121.00      0.00 2683800  133340   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时00分26秒   999    110283   97.00   53.00    0.00    0.00  150.00     3     92.00      0.00 2683288  133340   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时00分27秒   999    110283   88.00   59.00    0.00    0.00  147.00     3    147.00      0.00 2683288  133416   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时00分28秒   999    110283  100.00   49.00    0.00    0.00  149.00     3     87.00      0.00 2683800  133544   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时00分29秒   999    110283   88.00   60.00    0.00    0.00  148.00     3     77.00      0.00 2683800  133544   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时00分30秒   999    110283   92.00   57.00    0.00    0.00  149.00     3     78.00      0.00 2683288  133544   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时00分31秒   999    110283  103.00   45.00    0.00    0.00  148.00     3     90.00      0.00 2683800  133672   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时00分32秒   999    110283   95.00   52.00    0.00    0.00  147.00     3    113.00      0.00 2683800  133672   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时00分33秒   999    110283   81.00   67.00    0.00    0.00  148.00     3     70.00      0.00 2683288  133672   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
