mode,family,label,operation,size_mb,run,metric,value,unit
nvhe,mmap_split,mmap_unmap-16MB-run-2,mmap_unmap,16,2,per_iter,5.843669,us
nvhe,mmap_split,mmap_unmap-16MB-run-3,mmap_unmap,16,3,per_iter,9.542928,us
nvhe,mmap_split,mmap_populate_unmap-16MB-run-1,mmap_populate_unmap,16,1,per_iter,659.542888,us
nvhe,mmap_split,mmap_populate_unmap-16MB-run-2,mmap_populate_unmap,16,2,per_iter,657.733805,us
nvhe,mmap_split,mmap_populate_unmap-16MB-run-3,mmap_populate_unmap,16,3,per_iter,635.636556,us
nvhe,mmap_split,mmap_write_touch_unmap-16MB-run-1,mmap_write_touch_unmap,16,1,per_iter,166.992066,us
nvhe,mmap_split,mmap_write_touch_unmap-16MB-run-2,mmap_write_touch_unmap,16,2,per_iter,137.051148,us
nvhe,mmap_split,mmap_write_touch_unmap-16MB-run-3,mmap_write_touch_unmap,16,3,per_iter,158.491414,us
nvhe,mmap_split,mmap_read_touch_unmap-16MB-run-1,mmap_read_touch_unmap,16,1,per_iter,108.232300,us
nvhe,mmap_split,mmap_read_touch_unmap-16MB-run-2,mmap_read_touch_unmap,16,2,per_iter,96.789266,us
nvhe,mmap_split,mmap_read_touch_unmap-16MB-run-3,mmap_read_touch_unmap,16,3,per_iter,112.383057,us
nvhe,mmap_split,write_touch_cold-16MB-run-1,write_touch_cold,16,1,per_iter,141.387702,us
nvhe,mmap_split,write_touch_cold-16MB-run-2,write_touch_cold,16,2,per_iter,141.763065,us
nvhe,mmap_split,write_touch_cold-16MB-run-3,write_touch_cold,16,3,per_iter,129.020950,us
nvhe,mmap_split,read_touch_cold-16MB-run-1,read_touch_cold,16,1,per_iter,51.332651,us
nvhe,mmap_split,read_touch_cold-16MB-run-2,read_touch_cold,16,2,per_iter,48.605978,us
nvhe,mmap_split,read_touch_cold-16MB-run-3,read_touch_cold,16,3,per_iter,70.673200,us
nvhe,mmap_split,write_touch_hot-16MB-run-1,write_touch_hot,16,1,per_iter,0.445272,us
nvhe,mmap_split,write_touch_hot-16MB-run-2,write_touch_hot,16,2,per_iter,0.946207,us
nvhe,mmap_split,write_touch_hot-16MB-run-3,write_touch_hot,16,3,per_iter,0.701213,us
nvhe,mmap_split,read_touch_hot-16MB-run-1,read_touch_hot,16,1,per_iter,1.211995,us
nvhe,mmap_split,read_touch_hot-16MB-run-2,read_touch_hot,16,2,per_iter,1.346923,us
nvhe,mmap_split,read_touch_hot-16MB-run-3,read_touch_hot,16,3,per_iter,0.517009,us
nvhe,mmap_split,munmap_after_no_touch-16MB-run-1,munmap_after_no_touch,16,1,per_iter,3.286183,us
nvhe,mmap_split,munmap_after_no_touch-16MB-run-2,munmap_after_no_touch,16,2,per_iter,1.616103,us
nvhe,mmap_split,munmap_after_no_touch-16MB-run-3,munmap_after_no_touch,16,3,per_iter,1.094720,us
nvhe,mmap_split,munmap_after_write_touch-16MB-run-1,munmap_after_write_touch,16,1,per_iter,18.341759,us
nvhe,mmap_split,munmap_after_write_touch-16MB-run-2,munmap_after_write_touch,16,2,per_iter,17.937435,us
nvhe,mmap_split,munmap_after_write_touch-16MB-run-3,munmap_after_write_touch,16,3,per_iter,18.526570,us
nvhe,mmap_split,munmap_after_read_touch-16MB-run-1,munmap_after_read_touch,16,1,per_iter,25.722399,us
nvhe,mmap_split,munmap_after_read_touch-16MB-run-2,munmap_after_read_touch,16,2,per_iter,24.620467,us
nvhe,mmap_split,munmap_after_read_touch-16MB-run-3,munmap_after_read_touch,16,3,per_iter,36.851244,us
nvhe,mmap_split,openclose-64MB-run-1,openclose,64,1,per_iter,8.458253,us
nvhe,mmap_split,openclose-64MB-run-2,openclose,64,2,per_iter,8.567030,us
nvhe,mmap_split,openclose-64MB-run-3,openclose,64,3,per_iter,7.270373,us
nvhe,mmap_split,mmap_unmap-64MB-run-1,mmap_unmap,64,1,per_iter,12.759197,us
nvhe,mmap_split,mmap_unmap-64MB-run-2,mmap_unmap,64,2,per_iter,10.051137,us
nvhe,mmap_split,mmap_unmap-64MB-run-3,mmap_unmap,64,3,per_iter,7.892797,us
nvhe,mmap_split,mmap_populate_unmap-64MB-run-1,mmap_populate_unmap,64,1,per_iter,2487.962103,us
nvhe,mmap_split,mmap_populate_unmap-64MB-run-2,mmap_populate_unmap,64,2,per_iter,2580.767957,us
nvhe,mmap_split,mmap_populate_unmap-64MB-run-3,mmap_populate_unmap,64,3,per_iter,2484.111463,us
nvhe,mmap_split,mmap_write_touch_unmap-64MB-run-1,mmap_write_touch_unmap,64,1,per_iter,612.527533,us
nvhe,mmap_split,mmap_write_touch_unmap-64MB-run-2,mmap_write_touch_unmap,64,2,per_iter,534.486900,us
nvhe,mmap_split,mmap_write_touch_unmap-64MB-run-3,mmap_write_touch_unmap,64,3,per_iter,523.215467,us
nvhe,mmap_split,mmap_read_touch_unmap-64MB-run-1,mmap_read_touch_unmap,64,1,per_iter,391.582033,us
nvhe,mmap_split,mmap_read_touch_unmap-64MB-run-2,mmap_read_touch_unmap,64,2,per_iter,296.701117,us
nvhe,mmap_split,mmap_read_touch_unmap-64MB-run-3,mmap_read_touch_unmap,64,3,per_iter,388.784180,us
nvhe,mmap_split,write_touch_cold-64MB-run-1,write_touch_cold,64,1,per_iter,492.514697,us
nvhe,mmap_split,write_touch_cold-64MB-run-2,write_touch_cold,64,2,per_iter,572.529250,us
nvhe,mmap_split,write_touch_cold-64MB-run-3,write_touch_cold,64,3,per_iter,573.221540,us
nvhe,mmap_split,read_touch_cold-64MB-run-1,read_touch_cold,64,1,per_iter,261.903583,us
nvhe,mmap_split,read_touch_cold-64MB-run-2,read_touch_cold,64,2,per_iter,266.588677,us
nvhe,mmap_split,read_touch_cold-64MB-run-3,read_touch_cold,64,3,per_iter,276.531703,us
nvhe,mmap_split,write_touch_hot-64MB-run-1,write_touch_hot,64,1,per_iter,2.932673,us
nvhe,mmap_split,write_touch_hot-64MB-run-2,write_touch_hot,64,2,per_iter,1.740723,us
nvhe,mmap_split,write_touch_hot-64MB-run-3,write_touch_hot,64,3,per_iter,3.970540,us
nvhe,mmap_split,read_touch_hot-64MB-run-1,read_touch_hot,64,1,per_iter,5.513643,us
nvhe,mmap_split,read_touch_hot-64MB-run-2,read_touch_hot,64,2,per_iter,5.487193,us
nvhe,mmap_split,read_touch_hot-64MB-run-3,read_touch_hot,64,3,per_iter,4.059247,us
nvhe,mmap_split,munmap_after_no_touch-64MB-run-1,munmap_after_no_touch,64,1,per_iter,1.665127,us
nvhe,mmap_split,munmap_after_no_touch-64MB-run-2,munmap_after_no_touch,64,2,per_iter,1.088317,us
nvhe,mmap_split,munmap_after_no_touch-64MB-run-3,munmap_after_no_touch,64,3,per_iter,3.944150,us
nvhe,mmap_split,munmap_after_write_touch-64MB-run-1,munmap_after_write_touch,64,1,per_iter,44.743810,us
nvhe,mmap_split,munmap_after_write_touch-64MB-run-2,munmap_after_write_touch,64,2,per_iter,45.129393,us
nvhe,mmap_split,munmap_after_write_touch-64MB-run-3,munmap_after_write_touch,64,3,per_iter,43.735210,us
nvhe,mmap_split,munmap_after_read_touch-64MB-run-1,munmap_after_read_touch,64,1,per_iter,117.282157,us
nvhe,mmap_split,munmap_after_read_touch-64MB-run-2,munmap_after_read_touch,64,2,per_iter,104.290380,us
nvhe,mmap_split,munmap_after_read_touch-64MB-run-3,munmap_after_read_touch,64,3,per_iter,114.042007,us
nvhe,lat_mem_rd,64MB-stride128-run-1,load_stride_128,64.00000,1,load_latency,3.477,ns
nvhe,lat_mem_rd,64MB-stride128-run-2,load_stride_128,64.00000,2,load_latency,3.488,ns
nvhe,lat_mem_rd,64MB-stride128-run-3,load_stride_128,64.00000,3,load_latency,3.455,ns
nvhe,bw_mem,rd-64m-run-1,rd,67.11,1,bandwidth,26609.38,MB/s
nvhe,bw_mem,rd-64m-run-2,rd,67.11,2,bandwidth,27769.19,MB/s
nvhe,bw_mem,rd-64m-run-3,rd,67.11,3,bandwidth,12212.71,MB/s
nvhe,bw_mem,wr-64m-run-1,wr,67.11,1,bandwidth,17524.18,MB/s
nvhe,bw_mem,wr-64m-run-2,wr,67.11,2,bandwidth,18059.44,MB/s
nvhe,bw_mem,wr-64m-run-3,wr,67.11,3,bandwidth,17563.17,MB/s
nvhe,bw_mem,rdwr-64m-run-1,rdwr,67.11,1,bandwidth,15507.54,MB/s
nvhe,bw_mem,rdwr-64m-run-2,rdwr,67.11,2,bandwidth,15561.48,MB/s
nvhe,bw_mem,rdwr-64m-run-3,rdwr,67.11,3,bandwidth,17772.47,MB/s
nvhe,bw_mmap_rd,mmap_only-64m-run-1,mmap_only,67.11,1,bandwidth,24993.99,MB/s
nvhe,bw_mmap_rd,open2close-64m-run-1,open2close,67.11,1,bandwidth,9585.61,MB/s
nvhe,bw_mmap_rd,mmap_only-64m-run-2,mmap_only,67.11,2,bandwidth,22469.49,MB/s
nvhe,bw_mmap_rd,open2close-64m-run-2,open2close,67.11,2,bandwidth,9478.65,MB/s
nvhe,bw_mmap_rd,mmap_only-64m-run-3,mmap_only,67.11,3,bandwidth,24122.52,MB/s
nvhe,bw_mmap_rd,open2close-64m-run-3,open2close,67.11,3,bandwidth,9827.04,MB/s
