Linux 6.6.30+ (kylin) 	2026年07月16日 	_aarch64_	(8 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时57分17秒   999    105352  103.00   53.00    0.00    0.00  156.00     2     66.00      0.00 2683288  129492   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时57分18秒   999    105352   95.00   61.00    0.00    0.00  156.00     2     95.00      0.00 2684312  129620   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时57分19秒   999    105352  105.00   50.00    0.00    0.00  155.00     2     71.00      0.00 2683800  129616   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时57分20秒   999    105352   96.00   60.00    0.00    0.00  156.00     2     16.00      0.00 2683288  129616   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时57分21秒   999    105352  103.00   51.00    0.00    0.00  154.00     2     67.00      0.00 2683288  129616   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时57分22秒   999    105352  100.00   55.00    0.00    0.00  155.00     2     40.00      0.00 2683800  129616   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时57分23秒   999    105352  101.00   55.00    0.00    0.00  156.00     2     67.00      0.00 2683288  129016   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时57分24秒   999    105352  105.00   50.00    0.00    0.00  155.00     2    138.00      0.00 2682776  128964   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时57分25秒   999    105352  104.00   50.00    0.00    0.00  154.00     2     21.00      0.00 2682776  129092   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时57分26秒   999    105352  104.00   52.00    0.00    0.00  156.00     2    101.00      0.00 2683288  129004   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时57分27秒   999    105352   98.00   58.00    0.00    0.00  156.00     2     27.00      0.00 2683288  129004   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时57分28秒   999    105352   98.00   56.00    0.00    0.00  154.00     2     30.00      0.00 2682776  129004   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时57分29秒   999    105352  101.00   55.00    0.00    0.00  156.00     2     48.00      0.00 2683288  129260   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时57分30秒   999    105352   99.00   57.00    0.00    0.00  156.00     2      0.00      0.00 2682776  129260   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时57分31秒   999    105352   99.00   59.00    0.00    0.00  158.00     2     66.00      0.00 2683800  129260   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时57分32秒   999    105352  101.00   56.00    0.00    0.00  157.00     2     57.00      0.00 2684312  129260   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时57分33秒   999    105352   99.00   57.00    0.00    0.00  156.00     2     25.00      0.00 2684056  129236   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时57分34秒   999    105352   96.00   58.00    0.00    0.00  154.00     2     28.00      0.00 2684056  129236   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时57分35秒   999    105352  108.00   48.00    0.00    0.00  156.00     2     60.00      0.00 2684056  129364   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时57分36秒   999    105352  100.00   57.00    0.00    0.00  157.00     2     26.00      0.00 2684056  129364   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时57分37秒   999    105352   99.00   57.00    0.00    0.00  156.00     2     25.00      0.00 2684056  129364   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时57分38秒   999    105352  101.00   57.00    0.00    0.00  158.00     2     10.00      0.00 2684056  129364   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时57分39秒   999    105352   96.00   60.00    0.00    0.00  156.00     2     48.00      0.00 2684056  129364   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时57分40秒   999    105352  106.00   50.00    0.00    0.00  156.00     2     26.00      0.00 2683544  129364   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时57分41秒   999    105352  100.00   56.00    0.00    0.00  156.00     2      0.00      0.00 2683544  129364   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时57分42秒   999    105352  103.00   54.00    0.00    0.00  157.00     2      0.00      0.00 2683544  129364   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时57分43秒   999    105352   93.00   62.00    0.00    0.00  155.00     2      0.00      0.00 2683544  129364   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时57分44秒   999    105352  102.00   53.00    0.00    0.00  155.00     2      0.00      0.00 2683544  129364   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时57分45秒   999    105352  104.00   52.00    0.00    0.00  156.00     2      0.00      0.00 2683544  129364   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时57分46秒   999    105352  103.00   53.00    0.00    0.00  156.00     2      0.00      0.00 2683544  129364   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时57分47秒   999    105352  106.00   52.00    0.00    0.00  158.00     2     73.00      0.00 2684056  128820   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时57分48秒   999    105352   96.00   60.00    0.00    0.00  156.00     2     25.00      0.00 2683544  128820   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时57分49秒   999    105352  104.00   52.00    0.00    0.00  156.00     2     25.00      0.00 2683032  128820   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时57分50秒   999    105352   95.00   61.00    0.00    0.00  156.00     2     30.00      0.00 2683544  128820   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时57分51秒   999    105352  100.00   56.00    0.00    0.00  156.00     2     48.00      0.00 2683032  128820   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时57分52秒   999    105352   99.00   58.00    0.00    0.00  157.00     2     29.00      0.00 2683544  128820   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时57分53秒   999    105352   99.00   58.00    0.00    0.00  157.00     2     51.00      0.00 2683544  128684   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时57分54秒   999    105352  104.00   53.00    0.00    0.00  157.00     2     17.00      0.00 2683544  128684   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时57分55秒   999    105352  107.00   48.00    0.00    0.00  155.00     2     84.00      0.00 2684056  128680   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时57分56秒   999    105352   98.00   58.00    0.00    0.00  156.00     2     13.00      0.00 2683544  128680   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时57分57秒   999    105352  105.00   52.00    0.00    0.00  157.00     2     22.00      0.00 2683544  128808   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时57分58秒   999    105352   98.00   57.00    0.00    0.00  155.00     2     57.00      0.00 2683544  128936   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时57分59秒   999    105352  109.00   47.00    0.00    0.00  156.00     2     11.00      0.00 2683032  128936   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时58分00秒   999    105352   97.00   58.00    0.00    0.00  155.00     2     46.00      0.00 2683544  128936   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时58分01秒   999    105352  102.00   54.00    0.00    0.00  156.00     2     44.00      0.00 2683544  128936   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时58分02秒   999    105352  102.00   56.00    0.00    0.00  158.00     2     62.00      0.00 2684056  128936   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时58分03秒   999    105352  102.00   54.00    0.00    0.00  156.00     2     89.00      0.00 2684056  128804   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时58分04秒   999    105352   98.00   58.00    0.00    0.00  156.00     2     87.00      0.00 2684056  128928   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时58分05秒   999    105352   95.00   60.00    0.00    0.00  155.00     2     75.00      0.00 2684056  129024   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时58分06秒   999    105352  100.00   56.00    0.00    0.00  156.00     2     81.00      0.00 2684056  128872   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时58分07秒   999    105352  102.00   55.00    0.00    0.00  157.00     2    129.00      0.00 2684568  128784   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时58分08秒   999    105352  109.00   49.00    0.00    0.00  158.00     2     64.00      0.00 2684056  128784   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时58分09秒   999    105352   96.00   60.00    0.00    0.00  156.00     2     66.00      0.00 2684056  129040   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时58分10秒   999    105352  107.00   48.00    0.00    0.00  155.00     2     95.00      0.00 2684056  128868   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时58分11秒   999    105352  100.00   56.00    0.00    0.00  156.00     2     71.00      0.00 2683544  128984   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时58分12秒   999    105352  103.00   52.00    0.00    0.00  155.00     2    116.00      0.00 2683544  128836   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时58分13秒   999    105352  105.00   52.00    0.00    0.00  157.00     2     45.00      0.00 2683544  128836   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时58分14秒   999    105352  100.00   55.00    0.00    0.00  155.00     2     91.00      0.00 2684056  128836   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时58分15秒   999    105352   90.00   67.00    0.00    0.00  157.00     2     33.00      0.00 2683544  128964   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时58分16秒   999    105352   92.00   62.00    0.00    0.00  154.00     2     95.00      0.00 2683544  129220   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时58分17秒   999    105352   97.00   58.00    0.00    0.00  155.00     2    116.00      0.00 2684056  128888   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时58分18秒   999    105352   98.00   60.00    0.00    0.00  158.00     2    153.00      0.00 2684056  129016   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时58分19秒   999    105352  109.00   49.00    0.00    0.00  158.00     2     30.00      0.00 2684056  128860   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时58分20秒   999    105352  102.00   53.00    0.00    0.00  155.00     2    154.00      0.00 2684568  128988   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时58分21秒   999    105352  104.00   52.00    0.00    0.00  156.00     2     42.00      0.00 2684056  128848   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时58分22秒   999    105352  102.00   55.00    0.00    0.00  157.00     2     82.00      0.00 2683544  129232   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时58分23秒   999    105352  108.00   48.00    0.00    0.00  156.00     2    118.00      0.00 2684056  129088   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时58分24秒   999    105352  104.00   53.00    0.00    0.00  157.00     2     73.00      0.00 2684056  128936   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时58分25秒   999    105352   98.00   57.00    0.00    0.00  155.00     2    195.00      0.00 2684056  129064   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时58分26秒   999    105352  100.00   56.00    0.00    0.00  156.00     2    122.00      0.00 2684056  129004   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时58分27秒   999    105352  103.00   54.00    0.00    0.00  157.00     2     51.00      0.00 2684056  129004   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时58分28秒   999    105352  101.00   55.00    0.00    0.00  156.00     2     98.00      0.00 2684568  129004   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时58分29秒   999    105352  105.00   52.00    0.00    0.00  157.00     2    142.00      0.00 2684056  129188   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时58分30秒   999    105352  101.00   55.00    0.00    0.00  156.00     2    100.00      0.00 2684056  128972   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时58分31秒   999    105352   97.00   57.00    0.00    0.00  154.00     2     83.00      0.00 2684056  129100   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时58分32秒   999    105352  104.00   52.00    0.00    0.00  156.00     2     49.00      0.00 2683544  128940   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时58分33秒   999    105352   99.00   55.00    0.00    0.00  154.00     2    130.00      0.00 2683544  129188   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时58分34秒   999    105352  101.00   54.00    0.00    0.00  155.00     2    113.00      0.00 2684056  129028   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时58分35秒   999    105352  104.00   53.00    0.00    0.00  157.00     2    125.00      0.00 2684056  129036   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时58分36秒   999    105352  101.00   54.00    0.00    0.00  155.00     2    105.00      0.00 2684056  129292   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时58分37秒   999    105352  102.00   54.00    0.00    0.00  156.00     2    155.00      0.00 2684056  129260   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时58分38秒   999    105352  112.00   45.00    0.00    0.00  157.00     2     16.00      0.00 2684056  129260   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时58分39秒   999    105352   99.00   56.00    0.00    0.00  155.00     2    109.00      0.00 2683544  129092   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时58分40秒   999    105352   97.00   58.00    0.00    0.00  155.00     2    112.00      0.00 2683544  129172   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时58分41秒   999    105352  107.00   49.00    0.00    0.00  156.00     2     96.00      0.00 2683544  129232   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时58分42秒   999    105352  104.00   53.00    0.00    0.00  157.00     2     86.00      0.00 2683544  128944   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时58分43秒   999    105352  104.00   50.00    0.00    0.00  154.00     2     12.00      0.00 2683544  128944   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时58分44秒   999    105352  100.00   56.00    0.00    0.00  156.00     2     96.00      0.00 2683544  129072   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时58分45秒   999    105352  105.00   52.00    0.00    0.00  157.00     2     94.00      0.00 2683544  129200   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时58分46秒   999    105352  108.00   49.00    0.00    0.00  157.00     2    103.00      0.00 2684056  128968   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时58分47秒   999    105352  100.00   56.00    0.00    0.00  156.00     2     68.00      0.00 2684056  129224   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时58分48秒   999    105352  103.00   53.00    0.00    0.00  156.00     2     72.00      0.00 2683544  129072   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时58分49秒   999    105352  102.00   55.00    0.00    0.00  157.00     2    100.00      0.00 2683544  128896   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时58分50秒   999    105352  101.00   53.00    0.00    0.00  154.00     2     84.00      0.00 2684056  128896   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时58分51秒   999    105352   95.00   62.00    0.00    0.00  157.00     2     59.00      0.00 2683544  129024   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时58分52秒   999    105352  102.00   54.00    0.00    0.00  156.00     2    109.00      0.00 2684056  129152   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时58分53秒   999    105352  100.00   55.00    0.00    0.00  155.00     2     94.00      0.00 2684056  129152   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时58分54秒   999    105352   96.00   64.00    0.00    0.00  160.00     2    114.00      0.00 2683544  129300   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时58分55秒   999    105352  108.00   48.00    0.00    0.00  156.00     2     99.00      0.00 2683544  129184   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时58分56秒   999    105352  101.00   55.00    0.00    0.00  156.00     2     37.00      0.00 2684056  129312   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时58分57秒   999    105352  103.00   54.00    0.00    0.00  157.00     2    117.00      0.00 2684056  129112   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时58分58秒   999    105352  108.00   50.00    0.00    0.00  158.00     2     58.00      0.00 2684056  129108   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时58分59秒   999    105352  102.00   54.00    0.00    0.00  156.00     2     77.00      0.00 2684056  129104   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时59分00秒   999    105352  104.00   52.00    0.00    0.00  156.00     2    112.00      0.00 2684056  129092   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时59分01秒   999    105352  101.00   54.00    0.00    0.00  155.00     2     87.00      0.00 2684056  129220   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时59分02秒   999    105352  104.00   53.00    0.00    0.00  157.00     2     11.00      0.00 2683544  129220   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时59分03秒   999    105352  101.00   55.00    0.00    0.00  156.00     2     10.00      0.00 2683544  129220   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时59分04秒   999    105352  101.00   56.00    0.00    0.00  157.00     2     13.00      0.00 2683544  129220   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时59分05秒   999    105352   99.00   58.00    0.00    0.00  157.00     2     53.00      0.00 2684132  129220   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时59分06秒   999    105352  103.00   51.00    0.00    0.00  154.00     2     43.00      0.00 2684056  129220   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时59分07秒   999    105352  103.00   54.00    0.00    0.00  157.00     2      2.00      0.00 2683544  129348   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时59分08秒   999    105352  103.00   53.00    0.00    0.00  156.00     2     33.00      0.00 2683544  129348   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
